╔══════════════════════════════════════════════════════════╗
║               HADES V19 — DB EXPORT                    ║
    1301  10180047     ♥️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1302  10182274     ♥️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1303  10183221     ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1304  10184238     ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1305  10185223     ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1306  10186686     ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1307  10219009     ♣️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1308  10220109     ♥️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1309  10220834     ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1310  10221540     ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1311  10222303     ♥️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1312  10223129     ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1313  10226487     ♦️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1314  10227498     ♦️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1315  10228074     ♥️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1316  10228764     ♣️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1317  10229347     ♣️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1318  10229909     ♥️    NULL  NULL  تعادل ⚪        0               2026-03-02 01:51:15.184601
    1319  10230512     ♠️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1320  10230777     ♠️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1321  10231501     ♦️    NULL  NULL  تعادل ⚪        1               2026-03-02 01:51:15.184601
    1322  10232717     ♥️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1323  10233645     ♣️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1324  10234590     ♣️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1325  10235597     ♦️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1326  10236581     ♠️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1327  10701409     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1328  10702948     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1329  10704566     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1330  10706446     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1331  10708223     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1332  10726092     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1333  10727557     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1334  10729605     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1335  10731585     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1336  10733941     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1337  10736263     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1338  10738501     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1339  10740317     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1340  10742387     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1341  10744623     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1342  10755936     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1343  10759513     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1344  10990056     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1345  10991082     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1346  10992417     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1347  10993668     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1348  11011229     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1349  11044155     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1350  11045895     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1351  11046704     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1352  11047431     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1353  11048353     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1354  11049441     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1355  11050483     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1356  11051449     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1357  11052463     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1358  11053315     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1359  11054725     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1360  11064790     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1362  11066699     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1363  1106766      ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1364  11067836     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-02 01:51:15.184601
    1365  11068598     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-02 01:51:15.184601
    1366  10687260     ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1367  10715852     ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1368  10728865     ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1369  11115832     ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1370  11117543     ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1371  11119455     ♦️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1372  11126539     ♣️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1373  11130037     ♣️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1374  11131701     ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1375  11135538     ♥️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1376  11195686     ♣️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1377  11197784     ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1378  11200168     ♠️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1379  11220612     ♥️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1380  11388931     ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1381  11392405     ♦️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1382  11395822     ♠️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1383  11402723     ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1385  11413240     ♠️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1387  11428935     ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1388  9176569      ♣️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1389  9180667      ♥️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1390  9189422      ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1391  9199449      ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1392  9203551      ♠️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1393  9213883      ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1394  9219316      ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1395  9559959      ♦️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1396  9564523      ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1397  9569009      ♠️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1398  9904544      ♠️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1399  9908637      ♦️    NULL  NULL  تعادل ⚪        0               2026-03-02 01:51:15.184601
    1400  9916296      ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1401  9920616      ♣️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1402  9925102      ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1403  9929515      ♠️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1404  9934166      ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1405  9983880      ♠️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1406  9946979      ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1407  9951034      ♣️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1408  9954699      ♥️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1409  9958863      ♦️    NULL  NULL  الراعي 🔴       1               2026-03-02 01:51:15.184601
    1410  9962853      ♥️    NULL  NULL  الراعي 🔴       0               2026-03-02 01:51:15.184601
    1411  9970124      ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
    1412  9973659      ♦️    NULL  NULL  الثور 🔵        1               2026-03-02 01:51:15.184601
    1413  9980765      ♦️    NULL  NULL  تعادل ⚪        0               2026-03-02 01:51:15.184601
    1414  9984684      ♥️    NULL  NULL  الثور 🔵        0               2026-03-02 01:51:15.184601
